Hour,Minute,2024-02-26,2024-02-27,2024-02-28,2024-02-29,Time
10,03,26.4899997711182,31.0699996948242,32.5800018310547,27.6924991607666,10.05
10,04,26.6550006866455,31.3299999237061,32.4277000427246,27.6599998474121,10.0666666666667
10,05,26.7339992523193,31,32.0999984741211,27.3498992919922,10.0833333333333
10,06,26.6550006866455,31.1553001403809,31.9099998474121,27.2000999450684,10.1
10,07,26.8213996887207,31.0492992401123,32.0497016906738,27.1000003814697,10.1166666666667
10,08,26.75,30.9699993133545,32.029899597168,27.3799991607666,10.1333333333333
10,09,26.7450008392334,30.8099994659424,32.1440010070801,26.8015995025635,10.15
10,10,26.9200000762939,30.3099994659424,32.3098983764648,26.8500003814697,10.1666666666667
10,11,26.8999996185303,30.3339996337891,32.2210006713867,26.4599990844727,10.1833333333333
10,12,27.0149993896484,30.7099990844727,32.2200012207031,26.6399002075195,10.2
10,13,27.1450004577637,30.6900005340576,32.288501739502,26.3500003814697,10.2166666666667
10,14,27.0300006866455,30.7749996185303,32.4795989990234,26.360200881958,10.2333333333333
10,15,27.1100006103516,30.7199993133545,32.5699996948242,27.0000991821289,10.25
10,16,27.2999992370605,30.9699993133545,32.6300010681152,27.2101001739502,10.2666666666667
10,17,27.3700008392334,31.0799999237061,32.4101982116699,27.139799118042,10.2833333333333
10,18,27.3349990844727,31.1133003234863,32.219898223877,27.4200000762939,10.3
10,19,27.5599994659424,31.18869972229,32.439998626709,27.3827991485596,10.3166666666667
10,20,27.6800003051758,30.9099998474121,32.1049995422363,27.5540008544922,10.3333333333333
10,21,27.7600002288818,30.8398990631104,31.9599990844727,27.6599998474121,10.35
10,22,27.9300003051758,30.9500999450684,31.8700008392334,27.1714992523193,10.3666666666667
10,23,27.8099994659424,31.0599994659424,31.6100006103516,27.1100006103516,10.3833333333333
10,24,27.4699993133545,30.8139991760254,31.5499992370605,26.8967990875244,10.4
10,25,27.8101005554199,30.8199996948242,31.8500003814697,27.1100006103516,10.4166666666667
10,26,27.9349994659424,30.8799991607666,31.7709999084473,26.8999996185303,10.4333333333333
10,27,27.9599990844727,30.6900005340576,31.7199993133545,27.0400009155273,10.45
10,28,27.9712009429932,30.6530990600586,31.9258003234863,26.8649997711182,10.4666666666667
10,29,27.6861000061035,30.7800006866455,31.9500007629395,26.7299995422363,10.4833333333333
10,30,27.8099994659424,30.6569004058838,31.8033008575439,26.7700004577637,10.5
10,31,27.9200000762939,30.4799995422363,32.1500015258789,26.8400001525879,10.5166666666667
10,32,28.1350002288818,30.380199432373,32.4019012451172,27.1299991607666,10.5333333333333
10,33,28.1700000762939,30.2000007629395,32.3349990844727,27.1200008392334,10.55
10,34,28.0499992370605,30.3400001525879,32.0225982666016,27.0100994110107,10.5666666666667
10,35,27.9102001190186,30.3349990844727,32.1834983825684,26.9799995422363,10.5833333333333
10,36,27.9300003051758,30.6800003051758,32.0800018310547,26.8500995635986,10.6
10,37,27.5300006866455,30.7099990844727,31.8549995422363,26.7301006317139,10.6166666666667
10,38,27.5690002441406,30.5699005126953,31.9099998474121,26.7199993133545,10.6333333333333
10,39,27.5499992370605,30.2325992584229,31.9361991882324,26.6900005340576,10.65
10,40,27.5900001525879,30.1254005432129,31.9799995422363,26.7551002502441,10.6666666666667
10,41,27.7499008178711,30.3500003814697,31.7900009155273,26.7000007629395,10.6833333333333
10,42,27.7399997711182,30.0499992370605,31.7199993133545,26.75,10.7
10,43,27.5300006866455,30.0049991607666,31.7450008392334,26.6000003814697,10.7166666666667
10,44,27.4002990722656,30,31.9099998474121,26.5706005096436,10.7333333333333
10,45,27.6700000762939,29.7900009155273,31.8824005126953,26.6002998352051,10.75
10,46,27.6749992370605,29.6601009368896,31.8887004852295,26.6201000213623,10.7666666666667
10,47,27.7591991424561,29.4349994659424,32.0299987792969,26.5699996948242,10.7833333333333
10,48,27.6159992218018,29.8798999786377,31.9109992980957,26.7450008392334,10.8
10,49,27.6700000762939,29.6200008392334,31.842399597168,26.9087009429932,10.8166666666667
10,50,27.6539001464844,29.4899997711182,31.7700004577637,26.75,10.8333333333333
10,51,27.8250007629395,29.5949993133545,31.8649997711182,26.5900001525879,10.85
10,52,27.9298992156982,29.5849990844727,31.8700008392334,26.5098991394043,10.8666666666667
10,53,28.070499420166,29.5599994659424,31.9472999572754,26.4398994445801,10.8833333333333
10,54,28.0802993774414,29.2891006469727,31.9300003051758,26.4750003814697,10.9
10,55,28.0699996948242,29.4099998474121,31.7299995422363,26.5480003356934,10.9166666666667
10,56,27.9885997772217,29.3360004425049,31.7199993133545,26.6019992828369,10.9333333333333
10,57,27.8649997711182,29.4099998474121,31.6770000457764,26.8110008239746,10.95
10,58,27.8509006500244,29.5550003051758,31.9515991210938,26.7399997711182,10.9666666666667
10,59,28.0240001678467,29.5599994659424,31.9818992614746,26.711799621582,10.9833333333333
11,00,27.9899997711182,29.3600006103516,32.1049995422363,26.6049995422363,11
11,01,28.1350002288818,29.4039993286133,32.288501739502,26.3649997711182,11.0166666666667
11,02,27.9857006072998,29.5450000762939,32.2799987792969,26.2399997711182,11.0333333333333
11,03,27.9599990844727,29.7698993682861,32.3499984741211,26.1599998474121,11.05
11,04,28.0900001525879,29.6459999084473,32.5699996948242,26.2199993133545,11.0666666666667
11,05,28.3201007843018,29.6000003814697,32.5699996948242,26.2600994110107,11.0833333333333
11,06,28.388599395752,29.1599998474121,32.5625,26.0849990844727,11.1
11,07,28.3500995635986,28.9400005340576,32.6699981689453,26.3799991607666,11.1166666666667
11,08,28.5149993896484,29.0603008270264,32.3699989318848,26.2898998260498,11.1333333333333
11,09,28.5849990844727,28.7098999023438,32.310001373291,26.2099990844727,11.15
11,10,28.4899997711182,28.625,32.439998626709,26.3799991607666,11.1666666666667
11,11,28.6084995269775,28.7800006866455,32.44580078125,26.4582996368408,11.1833333333333
11,12,28.7000007629395,28.7350006103516,32.2900009155273,26.4099998474121,11.2
11,13,28.6399993896484,28.4699993133545,32.439998626709,26.1998996734619,11.2166666666667
11,14,28.7001991271973,28.3386993408203,32.4700012207031,26.2115001678467,11.2333333333333
11,15,28.4223003387451,28.5249996185303,32.5349998474121,25.9699001312256,11.25
11,16,28.5499992370605,28.5799007415771,32.5587005615234,25.8120994567871,11.2666666666667
11,17,28.5301990509033,28.3799991607666,32.5399017333984,25.5902004241943,11.2833333333333
11,18,28.3600006103516,28.6007995605469,32.4150009155273,25.5393009185791,11.3
11,19,28.25,28.6200008392334,32.3698997497559,25.4839992523193,11.3166666666667
11,20,28.3449993133545,28.6299991607666,32.3101005554199,25.576099395752,11.3333333333333
11,21,28.3600006103516,28.6650009155273,32.2613983154297,25.3600006103516,11.35
11,22,28.1499996185303,28.8705997467041,32.2200012207031,25.44700050354,11.3666666666667
11,23,27.8504009246826,28.9699001312256,32.0299987792969,25.4750003814697,11.3833333333333
11,24,27.875,28.8899993896484,32.2750015258789,25.3407001495361,11.4
11,25,28.0400009155273,29.109899520874,32.3460006713867,25.3549995422363,11.4166666666667
11,26,28.0300006866455,29.1299991607666,32.2639999389648,25.270299911499,11.4333333333333
11,27,28.0499992370605,29.080099105835,32.5299987792969,25.4099998474121,11.45
11,28,27.9799995422363,29.1100006103516,32.439998626709,25.4799995422363,11.4666666666667
11,29,27.9699993133545,29.3099002838135,32.5050010681152,25.2800998687744,11.4833333333333
11,30,27.7810001373291,29.5149993896484,32.5,25.3708992004395,11.5
11,31,27.7101993560791,29.6000003814697,32.4898986816406,25.6200008392334,11.5166666666667
11,32,27.7681999206543,29.3999996185303,32.4300003051758,25.5799999237061,11.5333333333333
11,33,27.8150005340576,29.4799995422363,32.4800987243652,25.4750003814697,11.55
11,34,27.7999992370605,29.4300994873047,32.5950012207031,25.6499996185303,11.5666666666667
11,35,28.0599994659424,29.3950004577637,32.560001373291,25.6700000762939,11.5833333333333
11,36,28.0200996398926,29.2399997711182,32.5200004577637,25.5599994659424,11.6
11,37,28.029899597168,29.2299995422363,32.5290985107422,25.3500003814697,11.6166666666667
11,38,28.0499992370605,29.4500007629395,32.5657005310059,25.3290004730225,11.6333333333333
11,39,27.9619998931885,29.4298992156982,32.4850006103516,25.2299995422363,11.65
11,40,27.9699001312256,29.3899002075195,32.4099998474121,25.1000003814697,11.6666666666667
11,41,28.029899597168,29.2099990844727,32.560001373291,25.25,11.6833333333333
11,42,28.0499000549316,29,32.6113014221191,25.4659996032715,11.7
11,43,27.9500007629395,29.0750007629395,32.6290016174316,25.3600006103516,11.7166666666667
11,44,28.113000869751,29.1700000762939,32.6049995422363,25.5414009094238,11.7333333333333
11,45,28.0715999603271,29.3549995422363,32.6478996276855,25.4500007629395,11.75
11,46,27.9985008239746,29.451000213623,32.6500015258789,25.5590000152588,11.7666666666667
11,47,27.9099998474121,29.5997009277344,32.798999786377,25.5550003051758,11.7833333333333
11,48,27.9699993133545,29.4311008453369,32.7900009155273,25.5310001373291,11.8
11,49,28.0349998474121,29.4500007629395,32.810001373291,25.42799949646,11.8166666666667
11,50,28.2649993896484,29.4400005340576,32.6500015258789,25.5049991607666,11.8333333333333
11,51,28.2199993133545,29.5400009155273,32.7900009155273,25.4799995422363,11.85
11,52,28.1749992370605,29.5391006469727,32.7900009155273,25.5240001678467,11.8666666666667
11,53,28.1599998474121,29.5699996948242,32.9800987243652,25.5699996948242,11.8833333333333
11,54,28.2098999023438,29.6187992095947,32.9900016784668,25.7099990844727,11.9
11,55,28.2450008392334,29.640100479126,32.9099998474121,25.6898994445801,11.9166666666667
11,56,28.3250007629395,29.529899597168,33.0341987609863,25.6200008392334,11.9333333333333
11,57,28.2399997711182,29.5699996948242,33.0900001525879,25.7280006408691,11.95
11,58,28.2950000762939,29.5200004577637,33.2060012817383,25.7607002258301,11.9666666666667
11,59,28.2159996032715,29.6399002075195,33.3908004760742,25.625,11.9833333333333
12,00,28.3024005889893,29.7800998687744,33.0800018310547,25.7099990844727,12
12,01,28.1546993255615,29.6599998474121,33.3199996948242,25.8150005340576,12.0166666666667
12,02,28.0699996948242,29.6340007781982,33.2799987792969,25.9881992340088,12.0333333333333
12,03,28.0599994659424,29.6679000854492,33.4809989929199,25.9353008270264,12.05
12,04,28.0550003051758,29.6861991882324,33.5890007019043,26.0112991333008,12.0666666666667
12,05,28.0839996337891,29.7900009155273,33.6699981689453,25.8701000213623,12.0833333333333
12,06,28.1599998474121,29.7299995422363,33.5438995361328,25.8050003051758,12.1
12,07,28.3549995422363,29.9249992370605,33.6377983093262,25.7649993896484,12.1166666666667
12,08,28.4050006866455,29.8659992218018,33.7299995422363,25.6301002502441,12.1333333333333
12,09,28.3409004211426,29.8279991149902,33.6139984130859,25.75,12.15
12,10,28.4950008392334,29.5599994659424,33.3609008789062,25.7350006103516,12.1666666666667
12,11,28.3899993896484,29.4699993133545,33.4886016845703,25.7192993164062,12.1833333333333
12,12,28.4599990844727,29.6499996185303,33.7598991394043,25.5900001525879,12.2
12,13,28.4500007629395,29.7849998474121,33.810001373291,25.6825008392334,12.2166666666667
12,14,28.4200000762939,29.8449993133545,33.9580001831055,25.5799007415771,12.2333333333333
12,15,28.4486999511719,29.6900005340576,33.9550018310547,25.7099990844727,12.25
12,16,28.5100002288818,29.7000007629395,33.7700004577637,25.6800003051758,12.2666666666667
12,17,28.5300006866455,29.6900005340576,33.6399993896484,25.7199993133545,12.2833333333333
12,18,28.5499992370605,29.6599998474121,33.8400001525879,25.6700000762939,12.3
12,19,28.529899597168,29.7110004425049,33.3800010681152,25.7900009155273,12.3166666666667
12,20,28.6749992370605,29.7980995178223,33.5399017333984,25.9200000762939,12.3333333333333
12,21,28.5599994659424,29.7917003631592,33.4067993164062,25.8050003051758,12.35
12,22,28.4060001373291,29.6919994354248,33.3000984191895,25.8071994781494,12.3666666666667
12,23,28.3950004577637,29.7098999023438,33.1399993896484,25.859899520874,12.3833333333333
12,24,28.4549999237061,29.5300998687744,33.084300994873,25.6700000762939,12.4
12,25,28.4906005859375,29.6149997711182,32.685001373291,25.6595993041992,12.4166666666667
12,26,28.3799991607666,29.4817008972168,32.689998626709,25.5149993896484,12.4333333333333
12,27,28.4099998474121,29.4909992218018,32.9099998474121,25.5018997192383,12.45
12,28,28.4001007080078,29.6100006103516,32.7826995849609,25.496000289917,12.4666666666667
12,29,28.3400993347168,29.5200004577637,32.5449981689453,25.3999996185303,12.4833333333333
12,30,28.4200000762939,29.6149997711182,32.1500015258789,25.4340000152588,12.5
12,31,28.6198997497559,29.4799995422363,31.8099994659424,25.5200996398926,12.5166666666667
12,32,28.6000003814697,29.4599990844727,31.951000213623,25.5049991607666,12.5333333333333
12,33,28.6212997436523,29.4178009033203,31.8099994659424,25.6569995880127,12.55
12,34,28.7299003601074,29.4218997955322,31.9699993133545,25.5900001525879,12.5666666666667
12,35,28.6550006866455,29.5100002288818,31.6100006103516,25.6000003814697,12.5833333333333
12,36,28.6301002502441,29.5200004577637,31.2089004516602,25.6299991607666,12.6
12,37,28.6700000762939,29.5049991607666,30.7999992370605,25.6100006103516,12.6166666666667
12,38,28.7056007385254,29.3649997711182,31.0217990875244,25.5249996185303,12.6333333333333
12,39,28.7600002288818,29.0426998138428,31.0799999237061,25.5400009155273,12.65
12,40,28.7500991821289,29.2000007629395,31.4599990844727,25.4099998474121,12.6666666666667
12,41,28.8700008392334,29.2800998687744,31.2199001312256,25.4999008178711,12.6833333333333
12,42,28.8449993133545,29.2950000762939,31.5804996490479,25.5,12.7
12,43,28.8306007385254,29.2999992370605,31.7900009155273,25.4459991455078,12.7166666666667
12,44,28.8500003814697,29.2099990844727,31.6380004882812,25.5398998260498,12.7333333333333
12,45,28.7903003692627,29.2098999023438,31.3400001525879,25.6299991607666,12.75
12,46,28.8250007629395,29.2800006866455,31.3519992828369,25.7199993133545,12.7666666666667
12,47,28.8649997711182,29.3050003051758,31.5499000549316,25.5690994262695,12.7833333333333
12,48,28.7299995422363,29.2700004577637,31.7099990844727,25.50830078125,12.8
12,49,28.739200592041,29.3220996856689,31.6401996612549,25.5,12.8166666666667
12,50,28.6095008850098,29.3449993133545,31.6949996948242,25.6368007659912,12.8333333333333
12,51,28.6450004577637,29.2950000762939,31.6539993286133,25.6000003814697,12.85
12,52,28.6499996185303,29.0219993591309,31.2800006866455,25.4799995422363,12.8666666666667
12,53,28.6499996185303,29.0349998474121,31.5100002288818,25.5799999237061,12.8833333333333
12,54,28.6501007080078,29.0450000762939,31.6392993927002,25.6499996185303,12.9
12,55,28.5650005340576,28.9400997161865,31.9883003234863,25.7099990844727,12.9166666666667
12,56,28.6599998474121,28.9596004486084,31.9599990844727,25.8600006103516,12.9333333333333
12,57,28.7250003814697,29.0599994659424,31.8950004577637,25.8484001159668,12.95
12,58,28.7660007476807,29.1000003814697,31.8099994659424,25.8700008392334,12.9666666666667
12,59,28.7549991607666,29.0398006439209,31.8899993896484,25.7950000762939,12.9833333333333
13,00,28.7226009368896,29.0100002288818,31.7495994567871,25.9599990844727,13
13,01,28.4691009521484,29.1200008392334,31.6200008392334,26.0100002288818,13.0166666666667
13,02,28.4498996734619,29.2700004577637,31.7499008178711,26.0599994659424,13.0333333333333
13,03,28.5249996185303,29.3698997497559,31.7299995422363,26.0960998535156,13.05
13,04,28.6695003509521,29.4080009460449,31.4300003051758,26.1410007476807,13.0666666666667
13,05,28.6350002288818,29.3999996185303,31.2099990844727,26.25,13.0833333333333
13,06,28.6601009368896,29.3201007843018,31.6317005157471,26.2399997711182,13.1
13,07,28.7040004730225,29.32200050354,31.4650001525879,26.2000007629395,13.1166666666667
13,08,28.7399997711182,29.3600006103516,31.3199996948242,26.2740001678467,13.1333333333333
13,09,28.7399997711182,29.4997005462646,31.2166996002197,26.3360004425049,13.15
13,10,28.9102001190186,29.4899997711182,30.9300003051758,26.3798999786377,13.1666666666667
13,11,28.8500003814697,29.5400009155273,30.8799991607666,26.4400005340576,13.1833333333333
13,12,28.753999710083,29.5797004699707,31.0699996948242,26.4102001190186,13.2
13,13,28.8118000030518,29.6338005065918,30.9200000762939,26.5077991485596,13.2166666666667
13,14,28.8150005340576,29.6149997711182,31.0396995544434,26.5219993591309,13.2333333333333
13,15,28.8493995666504,29.625,30.9200000762939,26.6350002288818,13.25
13,16,28.8600006103516,29.7371006011963,30.8099994659424,26.7199993133545,13.2666666666667
13,17,28.8498992919922,29.7800998687744,30.9699993133545,26.4703006744385,13.2833333333333
13,18,28.7922992706299,29.8150005340576,30.6291999816895,26.3299007415771,13.3
13,19,28.7411003112793,29.7800998687744,30.2805995941162,26.3150005340576,13.3166666666667
13,20,28.8600006103516,29.9099998474121,30.0900001525879,26.2192001342773,13.3333333333333
13,21,28.8899993896484,29.875,29.9699993133545,26.1021003723145,13.35
13,22,28.9090003967285,29.8020000457764,29.7600002288818,26.0849990844727,13.3666666666667
13,23,28.9799995422363,29.6809997558594,29.6299991607666,26.0701007843018,13.3833333333333
13,24,28.8759002685547,29.7199993133545,29.9799995422363,26.1436004638672,13.4
13,25,28.8101005554199,29.6000003814697,29.7350006103516,26.1998996734619,13.4166666666667
13,26,28.6959991455078,29.6217994689941,30.1900005340576,26.261100769043,13.4333333333333
13,27,28.8099994659424,29.6299991607666,30.3600006103516,26.0949993133545,13.45
13,28,28.8815002441406,29.6798992156982,30.4734001159668,26.0615997314453,13.4666666666667
13,29,28.738899230957,29.6940994262695,30.6033992767334,26.0900001525879,13.4833333333333
13,30,28.7350006103516,29.7250003814697,30.5590991973877,26.0650005340576,13.5
13,31,28.6700000762939,29.9400005340576,30.7950000762939,26.2299003601074,13.5166666666667
13,32,28.7000007629395,30.0697994232178,30.6809997558594,26.2399997711182,13.5333333333333
13,33,28.6049995422363,30.0611000061035,30.6798992156982,26.1499996185303,13.55
13,34,28.5100002288818,29.9533004760742,30.7000007629395,26.118200302124,13.5666666666667
13,35,28.5550003051758,30.0324001312256,30.8700008392334,26.1499996185303,13.5833333333333
13,36,28.4449996948242,30.0849990844727,30.9500007629395,26.1492004394531,13.6
13,37,28.4699993133545,30.1499996185303,30.8999996185303,26.0300006866455,13.6166666666667
13,38,28.3798999786377,30.1599998474121,30.9225997924805,25.9850006103516,13.6333333333333
13,39,28.4398994445801,30.1299991607666,30.8414993286133,25.8250007629395,13.65
13,40,28.5629005432129,30.0499000549316,31.0200004577637,25.9200000762939,13.6666666666667
13,41,28.5200004577637,29.8549995422363,31.0100002288818,25.9200000762939,13.6833333333333
13,42,28.4699993133545,29.8120994567871,31.1040000915527,25.8799991607666,13.7
13,43,28.6000003814697,30.0627002716064,31.1550006866455,25.8999996185303,13.7166666666667
13,44,28.5949993133545,30.0300006866455,31.0799007415771,25.9099998474121,13.7333333333333
13,45,28.5986995697021,29.9906997680664,31.0200004577637,25.9001998901367,13.75
13,46,28.5699996948242,29.9559001922607,31.3227005004883,25.7700004577637,13.7666666666667
13,47,28.5898990631104,30.0398998260498,31.2399997711182,25.763500213623,13.7833333333333
13,48,28.7000007629395,30.0300006866455,31.1700000762939,25.5499992370605,13.8
13,49,28.7549991607666,30.0599994659424,31.279899597168,25.5750007629395,13.8166666666667
13,50,28.771900177002,30,31.1989994049072,25.5200004577637,13.8333333333333
13,51,28.7346992492676,29.9249992370605,31.0200004577637,25.6399002075195,13.85
13,52,28.7000007629395,30,30.9409999847412,25.6900997161865,13.8666666666667
13,53,28.7749996185303,30.0000991821289,31.0841999053955,25.5701007843018,13.8833333333333
13,54,28.7700004577637,30.0499992370605,31.2935009002686,25.5709991455078,13.9
13,55,28.7399997711182,30.1049995422363,31.3799991607666,25.6609992980957,13.9166666666667
13,56,28.7299995422363,30.0349998474121,31.5,25.5249996185303,13.9333333333333
13,57,28.6399993896484,30.1599006652832,31.6000003814697,25.5902996063232,13.95
13,58,28.7411994934082,30.2259998321533,31.6599998474121,25.6000003814697,13.9666666666667
13,59,28.8159999847412,30.1599998474121,31.6100006103516,25.6299991607666,13.9833333333333
14,00,28.7518005371094,30.2101001739502,31.6746997833252,25.5400009155273,14
14,01,28.7500991821289,30.2350006103516,31.5580005645752,25.5443000793457,14.0166666666667
14,02,28.7301006317139,30.279899597168,31.7450008392334,25.5,14.0333333333333
14,03,28.75,30.1599998474121,31.7350006103516,25.4564990997314,14.05
14,04,28.7299995422363,30.0839996337891,31.6200008392334,25.5,14.0666666666667
14,05,28.7099990844727,30.0699996948242,31.4559993743896,25.4400005340576,14.0833333333333
14,06,28.7800006866455,30.1499996185303,31.6000003814697,25.5699996948242,14.1
14,07,28.8500995635986,30.1639995574951,31.5832996368408,25.6700000762939,14.1166666666667
14,08,28.7950000762939,30.0715007781982,31.6299991607666,25.7099990844727,14.1333333333333
14,09,28.7299995422363,30.0100002288818,31.4836006164551,25.7099990844727,14.15
14,10,28.7759990692139,30.1163005828857,31.2900009155273,25.6800003051758,14.1666666666667
14,11,28.6539993286133,30.1149997711182,31.4400005340576,25.6900997161865,14.1833333333333
14,12,28.7439994812012,30.1499996185303,31.4899997711182,25.6499996185303,14.2
14,13,28.8500003814697,30.1000003814697,31.4298992156982,25.6555004119873,14.2166666666667
14,14,28.9500007629395,30.0900001525879,31.3099994659424,25.6200008392334,14.2333333333333
14,15,29.2450008392334,30.1299991607666,31.4249992370605,25.5876007080078,14.25
14,16,29.1196994781494,30.1399993896484,31.574800491333,25.5450000762939,14.2666666666667
14,17,29.1800003051758,29.9899005889893,31.4379997253418,25.6597003936768,14.2833333333333
14,18,29.2392997741699,29.9599990844727,31.2689990997314,25.5949993133545,14.3
14,19,29.1488990783691,29.8700008392334,31.3698997497559,25.5900001525879,14.3166666666667
14,20,29.1700000762939,29.9300003051758,31.2000007629395,25.5799007415771,14.3333333333333
14,21,29.2399997711182,29.9650001525879,31.1000003814697,25.5007991790771,14.35
14,22,29.3299999237061,29.9349994659424,31.1100006103516,25.5499992370605,14.3666666666667
14,23,29.4249992370605,30.1406002044678,31.1812000274658,25.5352001190186,14.3833333333333
14,24,29.4150009155273,30.1700000762939,31.0279998779297,25.5400009155273,14.4
14,25,29.25,30.0300006866455,31.1749992370605,25.4850006103516,14.4166666666667
14,26,29.2600002288818,30.1000003814697,31.1000003814697,25.4773006439209,14.4333333333333
14,27,29.2749996185303,30.180700302124,31.2000007629395,25.419900894165,14.45
14,28,29.1550006866455,30.1849994659424,31.4599990844727,25.3999996185303,14.4666666666667
14,29,29.1907005310059,30.1511001586914,31.472900390625,25.4300003051758,14.4833333333333
14,30,29.3299999237061,30.1350002288818,31.3299007415771,25.4685001373291,14.5
14,31,29.3199005126953,30.1000003814697,31.1849994659424,25.5287990570068,14.5166666666667
14,32,29.2950000762939,30.0699996948242,31.0599994659424,25.6299991607666,14.5333333333333
14,33,29.3311004638672,30.1650009155273,31.122200012207,25.6583003997803,14.55
14,34,29.3801002502441,30.2099990844727,31.1028003692627,25.669900894165,14.5666666666667
14,35,29.4249992370605,30.1280002593994,30.8500995635986,25.7479991912842,14.5833333333333
14,36,29.3759994506836,30.2299995422363,30.9400005340576,25.6298999786377,14.6
14,37,29.5086994171143,30.2000007629395,30.9099998474121,25.6299991607666,14.6166666666667
14,38,29.4300003051758,30.2049999237061,30.9599990844727,25.5499992370605,14.6333333333333
14,39,29.4650001525879,30.1499996185303,30.9650001525879,25.6198997497559,14.65
14,40,29.4300003051758,30.1100006103516,30.8799991607666,25.6902008056641,14.6666666666667
14,41,29.4050006866455,30.1800994873047,30.7982006072998,25.6299991607666,14.6833333333333
14,42,29.4099998474121,30.2096004486084,30.8600006103516,25.5599994659424,14.7
14,43,29.5499000549316,30.1849994659424,30.9599990844727,25.6200008392334,14.7166666666667
14,44,29.5300006866455,30.2605991363525,30.890100479126,25.5501003265381,14.7333333333333
14,45,29.4598999023438,30.2399997711182,30.798900604248,25.5300006866455,14.75
14,46,29.3199996948242,30.1599998474121,31.0750007629395,25.640100479126,14.7666666666667
14,47,29.4249992370605,30.2900009155273,31.0499000549316,25.7399997711182,14.7833333333333
14,48,29.4500007629395,30.4200000762939,31.0799999237061,25.7099990844727,14.8
14,49,29.2999992370605,30.4400005340576,31.0699996948242,25.7900009155273,14.8166666666667
14,50,29.3700008392334,30.5349998474121,31.0520992279053,25.7350006103516,14.8333333333333
14,51,29.4330997467041,30.5576992034912,30.9799003601074,25.6299991607666,14.85
14,52,29.4300003051758,30.6308002471924,30.9500007629395,25.5900001525879,14.8666666666667
14,53,29.4368000030518,30.6100006103516,31.1100006103516,25.5750007629395,14.8833333333333
14,54,29.4020004272461,30.5599994659424,31.2450008392334,25.6000003814697,14.9
14,55,29.4193992614746,30.6299991607666,31.1700992584229,25.5900001525879,14.9166666666667
14,56,29.3899993896484,30.5452003479004,31.2681007385254,25.6140003204346,14.9333333333333
14,57,29.3649997711182,30.5300006866455,31.2085990905762,25.5308990478516,14.95
14,58,29.3999996185303,30.5249996185303,31.3201007843018,25.5,14.9666666666667
14,59,29.4477996826172,30.6599006652832,31.3299999237061,25.5900001525879,14.9833333333333
15,00,29.4050006866455,30.4249992370605,31.4500007629395,25.5949993133545,15
